Time: 08:50:23.444651| SYSTEM   | Connect events done
Time: 08:59:48.428733| DEBUG    | func: 9| mode: 1| size: 12| data: update (27s)
Time: 08:59:48.461287| LOG      | [INFO]: received: update (27s)
Time: 08:59:48.532581| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:48.562431| SENSOR   | Yaw value received: 299.1
Time: 08:59:48.564456| SYSTEM   | Changed compass orientation
Time: 08:59:48.634634| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:48.665620| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:48.737223| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:48.766720| SENSOR   | Servo voile value received: 150.0
Time: 08:59:48.839580| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:48.867486| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:48.941551| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:48.968528| SENSOR   | Servo safran value received: 103.0
Time: 08:59:49.551749| DEBUG    | func: 9| mode: 1| size: 12| data: update (28s)
Time: 08:59:49.571798| LOG      | [INFO]: received: update (28s)
Time: 08:59:49.654616| DEBUG    | func: 6| mode: 1| size: 4| data: 299.2
Time: 08:59:49.672568| SENSOR   | Yaw value received: 299.2
Time: 08:59:49.674571| SYSTEM   | Changed compass orientation
Time: 08:59:49.757260| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 08:59:49.775939| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 08:59:49.859293| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 08:59:49.876541| SENSOR   | Servo safran value received: 200.0
Time: 08:59:49.963337| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 08:59:49.977319| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 08:59:50.067216| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 08:59:50.078355| SENSOR   | Servo voile value received: 113.0
Time: 08:59:50.576217| DEBUG    | func: 9| mode: 1| size: 12| data: update (29s)
Time: 08:59:50.581265| LOG      | [INFO]: received: update (29s)
Time: 08:59:50.679496| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:50.682095| SENSOR   | Yaw value received: 299.1
Time: 08:59:50.684908| SYSTEM   | Changed compass orientation
Time: 08:59:50.782288| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:50.785338| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:50.885308| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:50.885864| SENSOR   | Servo voile value received: 150.0
Time: 08:59:50.988158| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:51.086833| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:51.088832| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:51.187904| SENSOR   | Servo safran value received: 103.0
Time: 08:59:51.699489| DEBUG    | func: 9| mode: 1| size: 12| data: update (31s)
Time: 08:59:51.790864| LOG      | [INFO]: received: update (31s)
Time: 08:59:51.801430| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:51.892593| SENSOR   | Yaw value received: 299.1
Time: 08:59:51.894168| SYSTEM   | Changed compass orientation
Time: 08:59:51.904201| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 08:59:51.995760| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 08:59:52.006509| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 08:59:52.096642| SENSOR   | Servo safran value received: 200.0
Time: 08:59:52.108755| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 08:59:52.197562| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 08:59:52.212567| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 08:59:52.298259| SENSOR   | Servo voile value received: 113.0
Time: 08:59:52.821894| DEBUG    | func: 9| mode: 1| size: 12| data: update (32s)
Time: 08:59:52.901352| LOG      | [INFO]: received: update (32s)
Time: 08:59:52.924042| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:53.002570| SENSOR   | Yaw value received: 299.1
Time: 08:59:53.004595| SYSTEM   | Changed compass orientation
Time: 08:59:53.028230| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:53.105881| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:53.131912| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:53.206658| SENSOR   | Servo voile value received: 150.0
Time: 08:59:53.233268| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:53.307381| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:53.335386| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:53.408849| SENSOR   | Servo safran value received: 103.0
Time: 08:59:53.943785| DEBUG    | func: 9| mode: 1| size: 12| data: update (33s)
Time: 08:59:54.013243| LOG      | [INFO]: received: update (33s)
Time: 08:59:54.046367| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:54.114235| SENSOR   | Yaw value received: 299.1
Time: 08:59:54.116232| SYSTEM   | Changed compass orientation
Time: 08:59:54.149301| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 08:59:54.217519| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 08:59:54.251215| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 08:59:54.318467| SENSOR   | Servo safran value received: 200.0
Time: 08:59:54.354123| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 08:59:54.419229| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 08:59:54.456412| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 08:59:54.520375| SENSOR   | Servo voile value received: 113.0
Time: 08:59:55.066203| DEBUG    | func: 9| mode: 1| size: 12| data: update (34s)
Time: 08:59:55.123668| LOG      | [INFO]: received: update (34s)
Time: 08:59:55.168236| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:55.225360| SENSOR   | Yaw value received: 299.1
Time: 08:59:55.227950| SYSTEM   | Changed compass orientation
Time: 08:59:55.271082| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:55.328702| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:55.373311| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:55.429765| SENSOR   | Servo voile value received: 150.0
Time: 08:59:55.476219| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:55.530265| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:55.579358| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:55.631792| SENSOR   | Servo safran value received: 103.0
Time: 08:59:56.188124| DEBUG    | func: 9| mode: 1| size: 12| data: update (35s)
Time: 08:59:56.236612| LOG      | [INFO]: received: update (35s)
Time: 08:59:56.289823| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:56.337640| SENSOR   | Yaw value received: 299.1
Time: 08:59:56.339664| SYSTEM   | Changed compass orientation
Time: 08:59:56.392683| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 08:59:56.441756| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 08:59:56.495812| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 08:59:56.543062| SENSOR   | Servo safran value received: 200.0
Time: 08:59:56.599072| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 08:59:56.643849| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 08:59:56.702125| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 08:59:56.745419| SENSOR   | Servo voile value received: 113.0
Time: 08:59:57.218609| DEBUG    | func: 9| mode: 1| size: 12| data: update (36s)
Time: 08:59:57.248639| LOG      | [INFO]: received: update (36s)
Time: 08:59:57.321084| DEBUG    | func: 6| mode: 1| size: 4| data: 299.1
Time: 08:59:57.350194| SENSOR   | Yaw value received: 299.1
Time: 08:59:57.352823| SYSTEM   | Changed compass orientation
Time: 08:59:57.423807| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:57.453593| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:57.527503| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:57.554877| SENSOR   | Servo voile value received: 150.0
Time: 08:59:57.629154| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:57.655585| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:57.732442| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:57.756246| SENSOR   | Servo safran value received: 103.0
Time: 08:59:58.341486| DEBUG    | func: 9| mode: 1| size: 12| data: update (37s)
Time: 08:59:58.361017| LOG      | [INFO]: received: update (37s)
Time: 08:59:58.442997| DEBUG    | func: 6| mode: 1| size: 4| data: 299.0
Time: 08:59:58.461946| SENSOR   | Yaw value received: 299.0
Time: 08:59:58.464940| SYSTEM   | Changed compass orientation
Time: 08:59:58.544725| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 08:59:58.566666| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 08:59:58.646453| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 08:59:58.667397| SENSOR   | Servo safran value received: 200.0
Time: 08:59:58.747761| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 08:59:58.768075| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 08:59:58.850826| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 08:59:58.868830| SENSOR   | Servo voile value received: 113.0
Time: 08:59:59.456746| DEBUG    | func: 9| mode: 1| size: 12| data: update (38s)
Time: 08:59:59.471904| LOG      | [INFO]: received: update (38s)
Time: 08:59:59.558589| DEBUG    | func: 6| mode: 1| size: 4| data: 298.8
Time: 08:59:59.572400| SENSOR   | Yaw value received: 298.8
Time: 08:59:59.576392| SYSTEM   | Changed compass orientation
Time: 08:59:59.660765| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 08:59:59.677114| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 08:59:59.762002| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 08:59:59.778509| SENSOR   | Servo voile value received: 150.0
Time: 08:59:59.863785| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 08:59:59.878579| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 08:59:59.965417| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 08:59:59.978976| SENSOR   | Servo safran value received: 103.0
Time: 09:00:00.571037| DEBUG    | func: 9| mode: 1| size: 12| data: update (39s)
Time: 09:00:00.582009| LOG      | [INFO]: received: update (39s)
Time: 09:00:00.673179| DEBUG    | func: 6| mode: 1| size: 4| data: 298.8
Time: 09:00:00.683185| SENSOR   | Yaw value received: 298.8
Time: 09:00:00.686217| SYSTEM   | Changed compass orientation
Time: 09:00:00.775153| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:00.786989| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:00.876238| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:00.888173| SENSOR   | Servo safran value received: 200.0
Time: 09:00:00.977979| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:00.989048| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:01.081217| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:01.090176| SENSOR   | Servo voile value received: 113.0
Time: 09:00:01.689672| DEBUG    | func: 9| mode: 1| size: 12| data: update (41s)
Time: 09:00:01.694093| LOG      | [INFO]: received: update (41s)
Time: 09:00:01.792607| DEBUG    | func: 6| mode: 1| size: 4| data: 298.7
Time: 09:00:01.795210| SENSOR   | Yaw value received: 298.7
Time: 09:00:01.799018| SYSTEM   | Changed compass orientation
Time: 09:00:01.895331| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:01.899750| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:01.996712| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:02.000702| SENSOR   | Servo voile value received: 150.0
Time: 09:00:02.099786| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:02.101930| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:02.201044| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:02.203011| SENSOR   | Servo safran value received: 103.0
Time: 09:00:02.808573| DEBUG    | func: 9| mode: 1| size: 12| data: update (42s)
Time: 09:00:02.906673| LOG      | [INFO]: received: update (42s)
Time: 09:00:02.912505| DEBUG    | func: 6| mode: 1| size: 4| data: 298.5
Time: 09:00:03.008134| SENSOR   | Yaw value received: 298.5
Time: 09:00:03.010688| SYSTEM   | Changed compass orientation
Time: 09:00:03.015167| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:03.111787| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:03.117255| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:03.213061| SENSOR   | Servo safran value received: 200.0
Time: 09:00:03.221196| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:03.313292| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:03.323265| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:03.414246| SENSOR   | Servo voile value received: 113.0
Time: 09:00:03.933447| DEBUG    | func: 9| mode: 1| size: 12| data: update (43s)
Time: 09:00:04.017988| LOG      | [INFO]: received: update (43s)
Time: 09:00:04.036176| DEBUG    | func: 6| mode: 1| size: 4| data: 299.7
Time: 09:00:04.119031| SENSOR   | Yaw value received: 299.7
Time: 09:00:04.122045| SYSTEM   | Changed compass orientation
Time: 09:00:04.139064| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:04.223274| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:04.240876| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:04.324714| SENSOR   | Servo voile value received: 150.0
Time: 09:00:04.344897| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:04.425278| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:04.447006| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:04.526187| SENSOR   | Servo safran value received: 103.0
Time: 09:00:05.054921| DEBUG    | func: 9| mode: 1| size: 12| data: update (44s)
Time: 09:00:05.128613| LOG      | [INFO]: received: update (44s)
Time: 09:00:05.157018| DEBUG    | func: 6| mode: 1| size: 4| data: 300.3
Time: 09:00:05.229289| SENSOR   | Yaw value received: 300.3
Time: 09:00:05.231286| SYSTEM   | Changed compass orientation
Time: 09:00:05.260863| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:05.332443| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:05.362609| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:05.433420| SENSOR   | Servo safran value received: 200.0
Time: 09:00:05.465573| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:05.534161| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:05.568197| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:05.634859| SENSOR   | Servo voile value received: 113.0
Time: 09:00:06.087987| DEBUG    | func: 9| mode: 1| size: 12| data: update (45s)
Time: 09:00:06.138620| LOG      | [INFO]: received: update (45s)
Time: 09:00:06.189295| DEBUG    | func: 6| mode: 1| size: 4| data: 300.2
Time: 09:00:06.239785| SENSOR   | Yaw value received: 300.2
Time: 09:00:06.242567| SYSTEM   | Changed compass orientation
Time: 09:00:06.291834| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:06.343625| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:06.394102| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:06.444283| SENSOR   | Servo voile value received: 150.0
Time: 09:00:06.496834| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:06.545301| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:06.600102| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:06.646191| SENSOR   | Servo safran value received: 103.0
Time: 09:00:07.207203| DEBUG    | func: 9| mode: 1| size: 12| data: update (46s)
Time: 09:00:07.248930| LOG      | [INFO]: received: update (46s)
Time: 09:00:07.311209| DEBUG    | func: 6| mode: 1| size: 4| data: 300.3
Time: 09:00:07.349312| SENSOR   | Yaw value received: 300.3
Time: 09:00:07.351310| SYSTEM   | Changed compass orientation
Time: 09:00:07.414187| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:07.451979| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:07.515480| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:07.553084| SENSOR   | Servo safran value received: 200.0
Time: 09:00:07.619250| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:07.653851| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:07.722039| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:07.754838| SENSOR   | Servo voile value received: 113.0
Time: 09:00:08.331419| DEBUG    | func: 9| mode: 1| size: 12| data: update (47s)
Time: 09:00:08.357193| LOG      | [INFO]: received: update (47s)
Time: 09:00:08.434300| DEBUG    | func: 6| mode: 1| size: 4| data: 300.3
Time: 09:00:08.457630| SENSOR   | Yaw value received: 300.3
Time: 09:00:08.459660| SYSTEM   | Changed compass orientation
Time: 09:00:08.536791| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:08.560932| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:08.638769| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:08.662289| SENSOR   | Servo voile value received: 150.0
Time: 09:00:08.740174| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:08.763042| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
